name,longitude,latitude,presence
Mus virtualis,-758723,1547221.9078742005,1
Mus virtualis,-938723,1357221.9078742017,1
Mus virtualis,-928723,1527221.9078742007,1
Mus virtualis,-1133723,1417221.9078742014,1
Mus virtualis,-1153723,1517221.9078742007,1
Mus virtualis,-1183723,1487221.907874201,1
Mus virtualis,-1033723,1547221.9078742005,1
Mus virtualis,-1068723,1447221.9078742012,1
Mus virtualis,-1108723,1432221.9078742012,1
Mus virtualis,-933723,1527221.9078742007,1
Mus virtualis,-1023723,1422221.9078742014,1
Mus virtualis,-788723,1467221.907874201,1
Mus virtualis,-1143723,1302221.9078742021,1
Mus virtualis,-1093723,1432221.9078742012,1
Mus virtualis,-903723,1522221.9078742007,0
Mus virtualis,-1168723,1502221.9078742007,1
Mus virtualis,-1143723,1447221.9078742012,1
Mus virtualis,-1048723,1307221.907874202,1
Mus virtualis,-763723,1602221.9078742003,1
Mus virtualis,-948723,1447221.9078742012,0
Mus virtualis,-1093723,1292221.9078742021,0
Mus virtualis,-1008723,1557221.9078742005,1
Mus virtualis,-988723,1567221.9078742005,1
Mus virtualis,-1073723,1617221.9078742,1
Mus virtualis,-1088723,1347221.907874202,1
Mus virtualis,-1098723,1427221.9078742012,1
Mus virtualis,-1093723,1267221.9078742024,0
Mus virtualis,-1153723,1302221.9078742021,0
Mus virtualis,-1133723,1262221.9078742024,1
Mus virtualis,-703723,1547221.9078742005,1
Mus virtualis,-998723,1602221.9078742003,1
Mus virtualis,-708723,1542221.9078742005,1
Mus virtualis,-1193723,1487221.907874201,1
Mus virtualis,-753723,1617221.9078742,0
Mus virtualis,-698723,1577221.9078742003,1
Mus virtualis,-768723,1532221.9078742007,1
Mus virtualis,-783723,1462221.907874201,0
Mus virtualis,-1093723,1367221.9078742017,1
Mus virtualis,-743723,1502221.9078742007,1
Mus virtualis,-948723,1332221.907874202,1
Mus virtualis,-978723,1537221.9078742005,1
Mus virtualis,-973723,1492221.907874201,1
Mus virtualis,-1013723,1452221.9078742012,1
Mus virtualis,-1053723,1312221.907874202,0
Mus virtualis,-1128723,1327221.907874202,1
Mus virtualis,-1098723,1342221.907874202,1
Mus virtualis,-943723,1547221.9078742005,1
Mus virtualis,-1023723,1572221.9078742005,1
Mus virtualis,-1053723,1427221.9078742012,1
Mus virtualis,-1138723,1447221.9078742012,1
Mus virtualis,-1118723,1332221.907874202,1
Mus virtualis,-693723,1582221.9078742003,0
Mus virtualis,-1128723,1417221.9078742014,1
Mus virtualis,-783723,1477221.907874201,1
Mus virtualis,-1108723,1472221.907874201,1
Mus virtualis,-1013723,1542221.9078742005,1
Mus virtualis,-1128723,1242221.9078742024,1
Mus virtualis,-1168723,1542221.9078742005,1
Mus virtualis,-943723,1352221.9078742017,1
Mus virtualis,-1178723,1272221.9078742024,0
Mus virtualis,-1143723,1542221.9078742005,1
Mus virtualis,-1013723,1617221.9078742,1
Mus virtualis,-1073723,1377221.9078742017,1
Mus virtualis,-873723,1532221.9078742007,1
Mus virtualis,-953723,1467221.907874201,1
Mus virtualis,-858723,1427221.9078742012,0
Mus virtualis,-1028723,1487221.907874201,0
Mus virtualis,-1068723,1377221.9078742017,1
Mus virtualis,-973723,1487221.907874201,1
Mus virtualis,-1033723,1607221.9078742003,1
Mus virtualis,-1118723,1357221.9078742017,1
Mus virtualis,-698723,1517221.9078742007,1
Mus virtualis,-1058723,1352221.9078742017,1
Mus virtualis,-1053723,1612221.9078742,1
Mus virtualis,-878723,1412221.9078742014,1
Mus virtualis,-918723,1397221.9078742014,1
Mus virtualis,-973723,1497221.907874201,1
Mus virtualis,-1088723,1367221.9078742017,1
Mus virtualis,-1153723,1282221.9078742021,1
Mus virtualis,-1138723,1317221.907874202,1
Mus virtualis,-793723,1457221.9078742012,1
Mus virtualis,-1113723,1282221.9078742021,1
Mus virtualis,-928723,1372221.9078742017,1
Mus virtualis,-918723,1477221.907874201,1
Mus virtualis,-1048723,1442221.9078742012,1
Mus virtualis,-983723,1477221.907874201,1
Mus virtualis,-1088723,1387221.9078742014,1
Mus virtualis,-748723,1597221.9078742003,0
Mus virtualis,-943723,1527221.9078742007,0
Mus virtualis,-983723,1492221.907874201,1
Mus virtualis,-783723,1522221.9078742007,1
Mus virtualis,-743723,1557221.9078742005,1
Mus virtualis,-1083723,1407221.9078742014,1
Mus virtualis,-1098723,1467221.907874201,1
Mus virtualis,-798723,1462221.907874201,1
Mus virtualis,-863723,1537221.9078742005,1
Mus virtualis,-1108723,1352221.9078742017,1
Mus virtualis,-703723,1537221.9078742005,1
Mus virtualis,-798723,1482221.907874201,0
Mus virtualis,-1023723,1602221.9078742003,1
Mus virtualis,-928723,1377221.9078742017,1
Mus virtualis,-778723,1517221.9078742007,0
Mus virtualis,-1103723,1307221.907874202,1
Mus virtualis,-768723,1547221.9078742005,1
Mus virtualis,-1173723,1502221.9078742007,1
Mus virtualis,-1113723,1257221.9078742024,1
Mus virtualis,-1098723,1292221.9078742021,1
Mus virtualis,-1128723,1382221.9078742017,1
Mus virtualis,-1023723,1592221.9078742003,1
Mus virtualis,-943723,1397221.9078742014,1
Mus virtualis,-1133723,1367221.9078742017,1
Mus virtualis,-1033723,1522221.9078742007,1
Mus virtualis,-933723,1377221.9078742017,1
Mus virtualis,-1083723,1617221.9078742,1
Mus virtualis,-1158723,1512221.9078742007,1
Mus virtualis,-1043723,1442221.9078742012,0
Mus virtualis,-868723,1522221.9078742007,0
Mus virtualis,-1113723,1287221.9078742021,1
Mus virtualis,-743723,1572221.9078742005,1
Mus virtualis,-1018723,1612221.9078742,1
Mus virtualis,-738723,1507221.9078742007,1
Mus virtualis,-1048723,1602221.9078742003,1
Mus virtualis,-1058723,1612221.9078742,1
Mus virtualis,-803723,1462221.907874201,1
Mus virtualis,-888723,1512221.9078742007,1
Mus virtualis,-1048723,1412221.9078742014,1
Mus virtualis,-1113723,1462221.907874201,1
Mus virtualis,-818723,1472221.907874201,1
Mus virtualis,-1113723,1347221.907874202,1
Mus virtualis,-1113723,1327221.907874202,1
Mus virtualis,-1013723,1472221.907874201,0
Mus virtualis,-793723,1447221.9078742012,0
Mus virtualis,-1063723,1377221.9078742017,1
Mus virtualis,-1023723,1512221.9078742007,1
Mus virtualis,-768723,1492221.907874201,1
Mus virtualis,-1003723,1542221.9078742005,1
Mus virtualis,-1083723,1387221.9078742014,1
Mus virtualis,-738723,1512221.9078742007,1
Mus virtualis,-793723,1507221.9078742007,1
Mus virtualis,-973723,1482221.907874201,1
Mus virtualis,-768723,1607221.9078742003,0
Mus virtualis,-1073723,1362221.9078742017,1
Mus virtualis,-1108723,1377221.9078742017,1
Mus virtualis,-873723,1407221.9078742014,1
Mus virtualis,-1118723,1307221.907874202,1
Mus virtualis,-1093723,1622221.9078742,1
Mus virtualis,-1053723,1407221.9078742014,0
Mus virtualis,-1193723,1467221.907874201,1
Mus virtualis,-1013723,1437221.9078742012,1
Mus virtualis,-1063723,1272221.9078742024,1
Mus virtualis,-848723,1527221.9078742007,1
Mus virtualis,-1143723,1307221.907874202,0
Mus virtualis,-878723,1392221.9078742014,0
Mus virtualis,-888723,1517221.9078742007,0
Mus virtualis,-963723,1527221.9078742007,1
Mus virtualis,-798723,1472221.907874201,1
Mus virtualis,-948723,1462221.907874201,1
Mus virtualis,-978723,1512221.9078742007,1
Mus virtualis,-913723,1512221.9078742007,1
Mus virtualis,-688723,1547221.9078742005,0
Mus virtualis,-933723,1457221.9078742012,1
Mus virtualis,-1083723,1327221.907874202,1
Mus virtualis,-918723,1512221.9078742007,1
Mus virtualis,-793723,1492221.907874201,1
Mus virtualis,-813723,1427221.9078742012,1
Mus virtualis,-1098723,1227221.9078742026,0
Mus virtualis,-1008723,1587221.9078742003,1
Mus virtualis,-718723,1507221.9078742007,0
Mus virtualis,-983723,1517221.9078742007,1
Mus virtualis,-1078723,1302221.9078742021,0
Mus virtualis,-908723,1522221.9078742007,0
Mus virtualis,-823723,1437221.9078742012,1
Mus virtualis,-873723,1512221.9078742007,1
Mus virtualis,-753723,1602221.9078742003,1
Mus virtualis,-923723,1522221.9078742007,1
Mus virtualis,-1118723,1252221.9078742024,1
Mus virtualis,-998723,1532221.9078742007,1
Mus virtualis,-1163723,1517221.9078742007,1
Mus virtualis,-1108723,1452221.9078742012,1
Mus virtualis,-1018723,1507221.9078742007,1
Mus virtualis,-953723,1552221.9078742005,1
Mus virtualis,-1058723,1412221.9078742014,1
Mus virtualis,-908723,1502221.9078742007,0
Mus virtualis,-1003723,1557221.9078742005,1
Mus virtualis,-788723,1517221.9078742007,1
Mus virtualis,-1123723,1422221.9078742014,1
Mus virtualis,-1178723,1307221.907874202,1
Mus virtualis,-1013723,1502221.9078742007,1
Mus virtualis,-858723,1532221.9078742007,1
Mus virtualis,-1113723,1312221.907874202,1
Mus virtualis,-998723,1522221.9078742007,1
Mus virtualis,-1018723,1607221.9078742003,1
Mus virtualis,-863723,1532221.9078742007,1
Mus virtualis,-1088723,1422221.9078742014,1
Mus virtualis,-773723,1522221.9078742007,0
Mus virtualis,-993723,1532221.9078742007,1
Mus virtualis,-733723,1557221.9078742005,1
Mus virtualis,-988723,1537221.9078742005,1
Mus virtualis,-908723,1452221.9078742012,1
Mus virtualis,-813723,1447221.9078742012,0
Mus virtualis,-788723,1522221.9078742007,1
Mus virtualis,-753723,1622221.9078742,0
Mus virtualis,-1023723,1547221.9078742005,1
Mus virtualis,-888723,1227221.9078742026,1
Mus virtualis,-1043723,1432221.9078742012,1
Mus virtualis,-743723,1532221.9078742007,0
Mus virtualis,-978723,1492221.907874201,1
Mus virtualis,-1123723,1252221.9078742024,1
Mus virtualis,-1118723,1412221.9078742014,1
Mus virtualis,-918723,1407221.9078742014,1
Mus virtualis,-908723,1507221.9078742007,0
Mus virtualis,-1178723,1472221.907874201,1
Mus virtualis,-1153723,1287221.9078742021,1
Mus virtualis,-878723,1407221.9078742014,1
Mus virtualis,-718723,1582221.9078742003,0
Mus virtualis,-1103723,1327221.907874202,1
Mus virtualis,-708723,1582221.9078742003,0
Mus virtualis,-723723,1592221.9078742003,1
Mus virtualis,-1128723,1402221.9078742014,1
Mus virtualis,-1068723,1627221.9078742,1
Mus virtualis,-1188723,1502221.9078742007,1
Mus virtualis,-703723,1562221.9078742005,1
Mus virtualis,-968723,1527221.9078742007,1
Mus virtualis,-1093723,1312221.907874202,0
Mus virtualis,-728723,1547221.9078742005,1
Mus virtualis,-1103723,1322221.907874202,1
Mus virtualis,-763723,1482221.907874201,1
Mus virtualis,-783723,1497221.907874201,1
Mus virtualis,-958723,1552221.9078742005,1
Mus virtualis,-1093723,1322221.907874202,1
Mus virtualis,-1078723,1357221.9078742017,1
Mus virtualis,-773723,1497221.907874201,0
Mus virtualis,-1013723,1527221.9078742007,1
Mus virtualis,-808723,1452221.9078742012,1
Mus virtualis,-1118723,1312221.907874202,1
Mus virtualis,-743723,1627221.9078742,1
Mus virtualis,-1118723,1437221.9078742012,1
Mus virtualis,-868723,1427221.9078742012,0
Mus virtualis,-1023723,1627221.9078742,1
Mus virtualis,-888723,1507221.9078742007,1
Mus virtualis,-753723,1537221.9078742005,1
Mus virtualis,-1098723,1302221.9078742021,1
Mus virtualis,-818723,1452221.9078742012,0
Mus virtualis,-688723,1532221.9078742007,0
Mus virtualis,-1098723,1392221.9078742014,1
Mus virtualis,-968723,1452221.9078742012,1
Mus virtualis,-1163723,1437221.9078742012,1
Mus virtualis,-1138723,1272221.9078742024,1
Mus virtualis,-1183723,1307221.907874202,1
Mus virtualis,-978723,1542221.9078742005,1
Mus virtualis,-1043723,1602221.9078742003,1
Mus virtualis,-993723,1572221.9078742005,0
Mus virtualis,-1113723,1442221.9078742012,1
Mus virtualis,-1013723,1447221.9078742012,1
Mus virtualis,-1143723,1277221.9078742021,1
Mus virtualis,-1168723,1537221.9078742005,1
Mus virtualis,-1063723,1622221.9078742,1
Mus virtualis,-1023723,1507221.9078742007,1
Mus virtualis,-1133723,1407221.9078742014,1
Mus virtualis,-703723,1527221.9078742007,1
Mus virtualis,-1133723,1382221.9078742017,1
Mus virtualis,-1168723,1307221.907874202,0
Mus virtualis,-1013723,1507221.9078742007,1
Mus virtualis,-818723,1437221.9078742012,1
Mus virtualis,-1083723,1332221.907874202,1
Mus virtualis,-1063723,1257221.9078742024,1
Mus virtualis,-1023723,1282221.9078742021,1
Mus virtualis,-1098723,1307221.907874202,1
Mus virtualis,-1118723,1352221.9078742017,1
Mus virtualis,-1083723,1422221.9078742014,1
Mus virtualis,-1118723,1342221.907874202,1
Mus virtualis,-933723,1357221.9078742017,1
Mus virtualis,-1013723,1587221.9078742003,1
Mus virtualis,-788723,1532221.9078742007,1
Mus virtualis,-1153723,1562221.9078742005,1
Mus virtualis,-743723,1537221.9078742005,0
Mus virtualis,-723723,1507221.9078742007,1
Mus virtualis,-1158723,1517221.9078742007,1
Mus virtualis,-943723,1332221.907874202,1
Mus virtualis,-988723,1487221.907874201,1
Mus virtualis,-1128723,1407221.9078742014,1
Mus virtualis,-1118723,1382221.9078742017,1
Mus virtualis,-863723,1522221.9078742007,1
Mus virtualis,-1093723,1297221.9078742021,1
Mus virtualis,-723723,1527221.9078742007,1
Mus virtualis,-1033723,1602221.9078742003,1
Mus virtualis,-738723,1627221.9078742,0
Mus virtualis,-928723,1462221.907874201,1
Mus virtualis,-1148723,1392221.9078742014,0
Mus virtualis,-1078723,1407221.9078742014,1
Mus virtualis,-753723,1522221.9078742007,1
Mus virtualis,-1083723,1447221.9078742012,1
Mus virtualis,-1058723,1427221.9078742012,1
Mus virtualis,-903723,1207221.9078742026,1
Mus virtualis,-1078723,1392221.9078742014,1
Mus virtualis,-1023723,1447221.9078742012,1
Mus virtualis,-978723,1507221.9078742007,0
Mus virtualis,-1018723,1272221.9078742024,1
Mus virtualis,-1108723,1392221.9078742014,1
Mus virtualis,-1053723,1362221.9078742017,1
Mus virtualis,-1183723,1497221.907874201,1
Mus virtualis,-973723,1477221.907874201,1
Mus virtualis,-1063723,1347221.907874202,0
Mus virtualis,-1203723,1482221.907874201,1
Mus virtualis,-818723,1447221.9078742012,1
Mus virtualis,-1108723,1242221.9078742024,1
Mus virtualis,-1093723,1327221.907874202,1
Mus virtualis,-1158723,1487221.907874201,1
Mus virtualis,-1118723,1407221.9078742014,1
Mus virtualis,-1068723,1262221.9078742024,1
Mus virtualis,-1093723,1407221.9078742014,1
Mus virtualis,-1113723,1302221.9078742021,1
Mus virtualis,-808723,1462221.907874201,1
Mus virtualis,-863723,1547221.9078742005,1
Mus virtualis,-1113723,1352221.9078742017,1
Mus virtualis,-768723,1542221.9078742005,1
Mus virtualis,-1173723,1472221.907874201,0
Mus virtualis,-718723,1517221.9078742007,1
Mus virtualis,-1048723,1427221.9078742012,1
Mus virtualis,-1138723,1312221.907874202,0
Mus virtualis,-733723,1507221.9078742007,1
Mus virtualis,-823723,1442221.9078742012,0
Mus virtualis,-728723,1517221.9078742007,1
Mus virtualis,-973723,1462221.907874201,1
Mus virtualis,-1133723,1372221.9078742017,1
Mus virtualis,-1063723,1382221.9078742017,1
Mus virtualis,-1173723,1542221.9078742005,1
Mus virtualis,-753723,1612221.9078742,1
Mus virtualis,-988723,1507221.9078742007,1
Mus virtualis,-763723,1517221.9078742007,1
Mus virtualis,-943723,1337221.907874202,1
Mus virtualis,-1128723,1302221.9078742021,0
Mus virtualis,-1188723,1312221.907874202,1
Mus virtualis,-933723,1372221.9078742017,1
Mus virtualis,-888723,1447221.9078742012,1
Mus virtualis,-773723,1547221.9078742005,1
Mus virtualis,-753723,1527221.9078742007,1
Mus virtualis,-1088723,1407221.9078742014,1
Mus virtualis,-1093723,1422221.9078742014,1
Mus virtualis,-1163723,1427221.9078742012,0
Mus virtualis,-1128723,1312221.907874202,1
Mus virtualis,-988723,1562221.9078742005,1
Mus virtualis,-1173723,1537221.9078742005,1
Mus virtualis,-768723,1552221.9078742005,0
Mus virtualis,-728723,1552221.9078742005,1
Mus virtualis,-1018723,1512221.9078742007,1
Mus virtualis,-1093723,1242221.9078742024,1
Mus virtualis,-1093723,1342221.907874202,1
Mus virtualis,-983723,1532221.9078742007,0
Mus virtualis,-1113723,1332221.907874202,1
Mus virtualis,-693723,1567221.9078742005,1
Mus virtualis,-803723,1477221.907874201,1
Mus virtualis,-758723,1627221.9078742,1
Mus virtualis,-1008723,1542221.9078742005,1
Mus virtualis,-1033723,1597221.9078742003,1
Mus virtualis,-908723,1457221.9078742012,1
Mus virtualis,-1103723,1387221.9078742014,1
Mus virtualis,-1103723,1442221.9078742012,1
Mus virtualis,-758723,1602221.9078742003,1
Mus virtualis,-1193723,1307221.907874202,0
Mus virtualis,-778723,1487221.907874201,0
Mus virtualis,-993723,1497221.907874201,1
Mus virtualis,-1013723,1607221.9078742003,1
Mus virtualis,-808723,1437221.9078742012,1
Mus virtualis,-1188723,1517221.9078742007,1
Mus virtualis,-1018723,1597221.9078742003,1
Mus virtualis,-863723,1527221.9078742007,1
Mus virtualis,-1098723,1372221.9078742017,1
Mus virtualis,-938723,1452221.9078742012,1
Mus virtualis,-1023723,1442221.9078742012,1
Mus virtualis,-993723,1517221.9078742007,1
Mus virtualis,-1053723,1422221.9078742014,1
Mus virtualis,-1098723,1357221.9078742017,1
Mus virtualis,-1078723,1297221.9078742021,1
Mus virtualis,-1183723,1537221.9078742005,1
Mus virtualis,-1078723,1447221.9078742012,0
Mus virtualis,-693723,1552221.9078742005,1
Mus virtualis,-1073723,1307221.907874202,0
Mus virtualis,-693723,1522221.9078742007,0
Mus virtualis,-1078723,1307221.907874202,0
Mus virtualis,-1113723,1307221.907874202,1
Mus virtualis,-1093723,1392221.9078742014,1
Mus virtualis,-743723,1522221.9078742007,1
Mus virtualis,-1043723,1427221.9078742012,1
Mus virtualis,-1163723,1297221.9078742021,1
Mus virtualis,-973723,1527221.9078742007,1
Mus virtualis,-1018723,1517221.9078742007,1
Mus virtualis,-818723,1467221.907874201,1
Mus virtualis,-1078723,1397221.9078742014,1
Mus virtualis,-993723,1472221.907874201,0
Mus virtualis,-1063723,1262221.9078742024,1
Mus virtualis,-1188723,1467221.907874201,1
Mus virtualis,-818723,1462221.907874201,1
Mus virtualis,-1098723,1327221.907874202,1
Mus virtualis,-1108723,1477221.907874201,1
Mus virtualis,-1053723,1232221.9078742024,1
Mus virtualis,-1078723,1622221.9078742,1
Mus virtualis,-1018723,1602221.9078742003,1
Mus virtualis,-1038723,1607221.9078742003,1
Mus virtualis,-1183723,1517221.9078742007,1
Mus virtualis,-1068723,1357221.9078742017,1
Mus virtualis,-823723,1472221.907874201,0
Mus virtualis,-1118723,1242221.9078742024,1
Mus virtualis,-883723,1392221.9078742014,0
Mus virtualis,-1123723,1342221.907874202,1
Mus virtualis,-1023723,1537221.9078742005,1
Mus virtualis,-1103723,1317221.907874202,1
Mus virtualis,-1003723,1532221.9078742007,1
Mus virtualis,-1008723,1602221.9078742003,1
Mus virtualis,-993723,1502221.9078742007,1
Mus virtualis,-1103723,1372221.9078742017,1
Mus virtualis,-1033723,1407221.9078742014,0
Mus virtualis,-803723,1457221.9078742012,1
Mus virtualis,-1008723,1497221.907874201,1
Mus virtualis,-1128723,1322221.907874202,1
Mus virtualis,-1103723,1357221.9078742017,1
Mus virtualis,-1088723,1237221.9078742024,1
Mus virtualis,-1088723,1452221.9078742012,1
Mus virtualis,-1128723,1337221.907874202,1
Mus virtualis,-1038723,1407221.9078742014,1
Mus virtualis,-1033723,1542221.9078742005,1
Mus virtualis,-988723,1517221.9078742007,1
Mus virtualis,-1093723,1222221.9078742026,1
Mus virtualis,-1148723,1507221.9078742007,0
Mus virtualis,-978723,1517221.9078742007,1
Mus virtualis,-793723,1472221.907874201,1
Mus virtualis,-978723,1562221.9078742005,1
Mus virtualis,-738723,1537221.9078742005,1
Mus virtualis,-818723,1457221.9078742012,1
Mus virtualis,-1148723,1267221.9078742024,0
Mus virtualis,-693723,1532221.9078742007,1
Mus virtualis,-988723,1482221.907874201,1
Mus virtualis,-1178723,1467221.907874201,1
Mus virtualis,-693723,1537221.9078742005,1
Mus virtualis,-768723,1537221.9078742005,1
Mus virtualis,-753723,1592221.9078742003,1
Mus virtualis,-778723,1462221.907874201,1
Mus virtualis,-748723,1612221.9078742,1
Mus virtualis,-1113723,1297221.9078742021,1
Mus virtualis,-1188723,1512221.9078742007,1
Mus virtualis,-1048723,1597221.9078742003,1
Mus virtualis,-753723,1562221.9078742005,1
Mus virtualis,-978723,1497221.907874201,1
Mus virtualis,-1123723,1312221.907874202,1
Mus virtualis,-1113723,1377221.9078742017,1
Mus virtualis,-868723,1512221.9078742007,1
Mus virtualis,-873723,1502221.9078742007,1
Mus virtualis,-873723,1392221.9078742014,0
Mus virtualis,-1073723,1357221.9078742017,1
Mus virtualis,-1113723,1392221.9078742014,0
Mus virtualis,-793723,1532221.9078742007,1
Mus virtualis,-908723,1197221.9078742028,1
Mus virtualis,-1103723,1367221.9078742017,1
Mus virtualis,-1118723,1317221.907874202,1
Mus virtualis,-763723,1527221.9078742007,1
Mus virtualis,-1128723,1357221.9078742017,1
Mus virtualis,-1123723,1382221.9078742017,1
Mus virtualis,-1178723,1492221.907874201,1
Mus virtualis,-678723,1592221.9078742003,0
Mus virtualis,-1148723,1287221.9078742021,1
Mus virtualis,-1133723,1427221.9078742012,1
Mus virtualis,-1123723,1437221.9078742012,1
Mus virtualis,-783723,1542221.9078742005,1
Mus virtualis,-708723,1532221.9078742007,1
Mus virtualis,-738723,1542221.9078742005,1
Mus virtualis,-1053723,1452221.9078742012,0
Mus virtualis,-798723,1477221.907874201,0
Mus virtualis,-988723,1522221.9078742007,0
Mus virtualis,-1048723,1537221.9078742005,0
Mus virtualis,-1108723,1402221.9078742014,1
Mus virtualis,-798723,1442221.9078742012,0
Mus virtualis,-1133723,1257221.9078742024,1
Mus virtualis,-693723,1547221.9078742005,1
Mus virtualis,-1003723,1567221.9078742005,1
Mus virtualis,-1108723,1372221.9078742017,1
Mus virtualis,-713723,1512221.9078742007,1
Mus virtualis,-1178723,1497221.907874201,1
Mus virtualis,-953723,1462221.907874201,1
Mus virtualis,-1093723,1257221.9078742024,0
Mus virtualis,-733723,1527221.9078742007,1
Mus virtualis,-1088723,1627221.9078742,1
Mus virtualis,-1023723,1542221.9078742005,0
Mus virtualis,-893723,1522221.9078742007,1
Mus virtualis,-1013723,1442221.9078742012,1
Mus virtualis,-1013723,1592221.9078742003,1
Mus virtualis,-798723,1497221.907874201,0
Mus virtualis,-968723,1462221.907874201,1
Mus virtualis,-928723,1457221.9078742012,1
Mus virtualis,-1023723,1577221.9078742003,1
Mus virtualis,-1078723,1372221.9078742017,0
Mus virtualis,-753723,1572221.9078742005,0
Mus virtualis,-1018723,1622221.9078742,1
Mus virtualis,-1138723,1452221.9078742012,0
Mus virtualis,-1008723,1597221.9078742003,1
Mus virtualis,-1098723,1457221.9078742012,1
Mus virtualis,-1093723,1377221.9078742017,1
Mus virtualis,-1093723,1227221.9078742026,1
Mus virtualis,-768723,1527221.9078742007,1
Mus virtualis,-1143723,1422221.9078742014,1
Mus virtualis,-1033723,1482221.907874201,0
Mus virtualis,-1158723,1257221.9078742024,0
Mus virtualis,-1023723,1277221.9078742021,1
Mus virtualis,-903723,1517221.9078742007,1
Mus virtualis,-1163723,1527221.9078742007,1
Mus virtualis,-1028723,1542221.9078742005,1
Mus virtualis,-728723,1542221.9078742005,1
Mus virtualis,-1188723,1487221.907874201,1
Mus virtualis,-873723,1422221.9078742014,1
Mus virtualis,-1173723,1297221.9078742021,1
Mus virtualis,-783723,1527221.9078742007,0
Mus virtualis,-703723,1542221.9078742005,1
Mus virtualis,-918723,1517221.9078742007,1
Mus virtualis,-1043723,1607221.9078742003,1
Mus virtualis,-983723,1527221.9078742007,1
Mus virtualis,-1138723,1322221.907874202,1
Mus virtualis,-893723,1227221.9078742026,1
Mus virtualis,-783723,1492221.907874201,1
Mus virtualis,-878723,1497221.907874201,1
Mus virtualis,-783723,1517221.9078742007,0
Mus virtualis,-1133723,1277221.9078742021,0
Mus virtualis,-1003723,1552221.9078742005,1
Mus virtualis,-1228723,1557221.9078742005,1
Mus virtualis,-1073723,1447221.9078742012,1
Mus virtualis,-698723,1562221.9078742005,1
Mus virtualis,-1083723,1252221.9078742024,1
Mus virtualis,-778723,1527221.9078742007,1
Mus virtualis,-1013723,1477221.907874201,0
Mus virtualis,-883723,1522221.9078742007,0
Mus virtualis,-1138723,1387221.9078742014,0
Mus virtualis,-723723,1502221.9078742007,1
Mus virtualis,-1138723,1277221.9078742021,0
Mus virtualis,-758723,1622221.9078742,1
Mus virtualis,-858723,1422221.9078742014,0
Mus virtualis,-1033723,1442221.9078742012,1
Mus virtualis,-993723,1487221.907874201,1
Mus virtualis,-1148723,1407221.9078742014,1
Mus virtualis,-773723,1502221.9078742007,1
Mus virtualis,-1128723,1317221.907874202,1
Mus virtualis,-978723,1552221.9078742005,1
Mus virtualis,-1023723,1562221.9078742005,1
Mus virtualis,-1158723,1507221.9078742007,1
Mus virtualis,-1028723,1607221.9078742003,1
Mus virtualis,-1163723,1522221.9078742007,0
Mus virtualis,-753723,1607221.9078742003,1
Mus virtualis,-1073723,1627221.9078742,1
Mus virtualis,-1178723,1302221.9078742021,1
Mus virtualis,-883723,1427221.9078742012,1
Mus virtualis,-773723,1552221.9078742005,1
Mus virtualis,-1168723,1562221.9078742005,0
Mus virtualis,-928723,1512221.9078742007,1
Mus virtualis,-1108723,1282221.9078742021,1
Mus virtualis,-1068723,1322221.907874202,1
Mus virtualis,-753723,1552221.9078742005,1
Mus virtualis,-1113723,1227221.9078742026,1
Mus virtualis,-1108723,1232221.9078742024,1
Mus virtualis,-713723,1577221.9078742003,0
Mus virtualis,-1058723,1252221.9078742024,1
Mus virtualis,-993723,1597221.9078742003,0
Mus virtualis,-1023723,1567221.9078742005,1
Mus virtualis,-1083723,1307221.907874202,1
Mus virtualis,-1138723,1382221.9078742017,1
Mus virtualis,-1108723,1457221.9078742012,1
Mus virtualis,-1113723,1357221.9078742017,1
Mus virtualis,-1193723,1492221.907874201,1
Mus virtualis,-898723,1207221.9078742026,1
Mus virtualis,-1023723,1587221.9078742003,1
Mus virtualis,-1178723,1452221.9078742012,1
Mus virtualis,-1093723,1237221.9078742024,1
Mus virtualis,-1078723,1352221.9078742017,1
Mus virtualis,-888723,1532221.9078742007,1
Mus virtualis,-883723,1442221.9078742012,1
Mus virtualis,-1118723,1402221.9078742014,1
Mus virtualis,-768723,1597221.9078742003,0
Mus virtualis,-873723,1522221.9078742007,1
Mus virtualis,-788723,1462221.907874201,1
Mus virtualis,-978723,1527221.9078742007,1
Mus virtualis,-1138723,1432221.9078742012,0
Mus virtualis,-1173723,1547221.9078742005,1
Mus virtualis,-1088723,1222221.9078742026,0
Mus virtualis,-758723,1522221.9078742007,0
Mus virtualis,-1083723,1417221.9078742014,1
Mus virtualis,-1178723,1522221.9078742007,1
Mus virtualis,-1048723,1237221.9078742024,1
Mus virtualis,-1198723,1462221.907874201,0
Mus virtualis,-888723,1222221.9078742026,1
Mus virtualis,-1098723,1237221.9078742024,1
Mus virtualis,-758723,1527221.9078742007,0
Mus virtualis,-1128723,1237221.9078742024,1
Mus virtualis,-1123723,1442221.9078742012,1
Mus virtualis,-1088723,1377221.9078742017,1
Mus virtualis,-1098723,1287221.9078742021,1
Mus virtualis,-988723,1532221.9078742007,1
Mus virtualis,-748723,1622221.9078742,1
Mus virtualis,-763723,1472221.907874201,1
Mus virtualis,-898723,1452221.9078742012,0
Mus virtualis,-1068723,1267221.9078742024,1
Mus virtualis,-873723,1497221.907874201,1
Mus virtualis,-973723,1457221.9078742012,1
Mus virtualis,-1028723,1517221.9078742007,1
